,USAF,YR--MODAHRMN,TEMP,MAX,MIN,celsius
10152,29980,201706272200,53.0,,,12
10153,29980,201706272300,52.0,,,11
10154,29980,201706280000,51.0,,,11
10155,29980,201706280100,50.0,,,10
10156,29980,201706280200,51.0,,,11
10157,29980,201706280300,53.0,,,12
10158,29980,201706280400,55.0,,,13
10159,29980,201706280500,58.0,,,14
10160,29980,201706280600,60.0,60.0,50.0,16
10161,29980,201706280700,62.0,,,17
10162,29980,201706280800,64.0,,,18
10163,29980,201706280900,65.0,,,18
10164,29980,201706281000,65.0,,,18
10165,29980,201706281100,67.0,,,19
10166,29980,201706281200,66.0,,,19
10167,29980,201706281300,67.0,,,19
10168,29980,201706281400,66.0,,,19
10169,29980,201706281500,67.0,,,19
10170,29980,201706281600,66.0,,,19
10171,29980,201706281700,63.0,,,17
10172,29980,201706281800,60.0,68.0,60.0,16
10173,29980,201706281900,58.0,,,14
10174,29980,201706282000,56.0,,,13
10175,29980,201706282100,54.0,,,12
10176,29980,201706282200,53.0,,,12
10177,29980,201706282300,50.0,,,10
10178,29980,201706290000,49.0,,,9
10179,29980,201706290100,47.0,,,8
10180,29980,201706290200,48.0,,,9
10181,29980,201706290300,53.0,,,12
10182,29980,201706290400,58.0,,,14
10183,29980,201706290500,59.0,,,15
10184,29980,201706290600,61.0,61.0,47.0,16
10185,29980,201706290700,63.0,,,17
10186,29980,201706290800,64.0,,,18
10187,29980,201706290900,65.0,,,18
10188,29980,201706291000,67.0,,,19
10189,29980,201706291100,67.0,,,19
10190,29980,201706291200,68.0,,,20
10191,29980,201706291300,68.0,,,20
10192,29980,201706291400,66.0,,,19
10193,29980,201706291500,67.0,,,19
10194,29980,201706291600,67.0,,,19
10195,29980,201706291700,66.0,,,19
10196,29980,201706291800,65.0,69.0,61.0,18
10197,29980,201706291900,64.0,,,18
10198,29980,201706292000,63.0,,,17
10199,29980,201706292100,63.0,,,17
10200,29980,201706292200,62.0,,,17
10201,29980,201706292300,61.0,,,16
10202,29980,201706300000,60.0,,,16
10203,29980,201706300100,58.0,,,14
10204,29980,201706300200,58.0,,,14
10205,29980,201706300300,58.0,,,14
10206,29980,201706300400,59.0,,,15
10207,29980,201706300500,60.0,,,16
10208,29980,201706300600,61.0,65.0,58.0,16
10209,29980,201706300700,63.0,,,17
10210,29980,201706300800,64.0,,,18
10211,29980,201706301000,66.0,,,19
10212,29980,201706301100,67.0,,,19
10213,29980,201706301200,66.0,,,19
10214,29980,201706301300,67.0,,,19
10215,29980,201706301400,66.0,,,19
10216,29980,201706301500,66.0,,,19
10217,29980,201706301600,65.0,,,18
10218,29980,201706301700,65.0,,,18
10219,29980,201706301800,65.0,68.0,61.0,18
10220,29980,201706301900,65.0,,,18
10221,29980,201706302000,61.0,,,16
10222,29980,201706302100,63.0,,,17
10223,29980,201706302200,62.0,,,17
10224,29980,201706302300,61.0,,,16
10225,29980,201707010000,59.0,,,15
10226,29980,201707010100,57.0,,,14
10227,29980,201707010200,57.0,,,14
10228,29980,201707010300,56.0,,,13
10229,29980,201707010400,56.0,,,13
10230,29980,201707010500,57.0,,,14
10231,29980,201707010600,57.0,65.0,56.0,14
10232,29980,201707010700,58.0,,,14
10233,29980,201707010800,58.0,,,14
10234,29980,201707010900,59.0,,,15
10235,29980,201707011000,57.0,,,14
10236,29980,201707011100,57.0,,,14
10237,29980,201707011200,56.0,,,13
10238,29980,201707011300,56.0,,,13
10239,29980,201707011400,57.0,,,14
10240,29980,201707011500,56.0,,,13
10241,29980,201707011600,58.0,,,14
10242,29980,201707011700,57.0,,,14
10243,29980,201707011800,56.0,59.0,56.0,13
10244,29980,201707011900,56.0,,,13
10245,29980,201707012000,57.0,,,14
10246,29980,201707012100,58.0,,,14
10247,29980,201707012200,58.0,,,14
10248,29980,201707012300,59.0,,,15
10249,29980,201707020000,59.0,,,15
10250,29980,201707020100,59.0,,,15
10251,29980,201707020200,59.0,,,15
10252,29980,201707020300,59.0,,,15
10253,29980,201707020400,59.0,,,15
10254,29980,201707020500,59.0,,,15
10255,29980,201707020600,59.0,60.0,56.0,15
10256,29980,201707020700,60.0,,,16
10257,29980,201707020800,62.0,,,17
10258,29980,201707020900,63.0,,,17
10259,29980,201707021000,64.0,,,18
10260,29980,201707021100,65.0,,,18
10261,29980,201707021200,65.0,,,18
10262,29980,201707021300,66.0,,,19
10263,29980,201707021400,66.0,,,19
10264,29980,201707021500,65.0,,,18
10265,29980,201707021600,65.0,,,18
10266,29980,201707021700,64.0,,,18
10267,29980,201707021800,62.0,67.0,60.0,17
10268,29980,201707021900,60.0,,,16
10269,29980,201707022000,60.0,,,16
10270,29980,201707022100,59.0,,,15
10271,29980,201707022200,59.0,,,15
10272,29980,201707022300,58.0,,,14
10273,29980,201707030000,58.0,,,14
10274,29980,201707030100,57.0,,,14
10275,29980,201707030200,57.0,,,14
10276,29980,201707030300,57.0,,,14
10277,29980,201707030400,58.0,,,14
10278,29980,201707030500,58.0,,,14
10279,29980,201707030600,59.0,62.0,57.0,15
10280,29980,201707030700,57.0,,,14
10281,29980,201707030800,56.0,,,13
10282,29980,201707030900,58.0,,,14
10283,29980,201707031000,58.0,,,14
10284,29980,201707031100,59.0,,,15
10285,29980,201707031200,58.0,,,14
10286,29980,201707031300,64.0,,,18
10287,29980,201707031400,62.0,,,17
10288,29980,201707031600,61.0,,,16
10289,29980,201707031700,59.0,,,15
10290,29980,201707031800,58.0,64.0,56.0,14
10291,29980,201707031900,56.0,,,13
10292,29980,201707032000,55.0,,,13
10293,29980,201707032100,54.0,,,12
10294,29980,201707032200,55.0,,,13
10295,29980,201707032300,55.0,,,13
10296,29980,201707040000,54.0,,,12
10297,29980,201707040100,53.0,,,12
10298,29980,201707040200,54.0,,,12
10299,29980,201707040300,54.0,,,12
10300,29980,201707040400,56.0,,,13
10301,29980,201707040500,58.0,,,14
10302,29980,201707040600,58.0,60.0,53.0,14
10303,29980,201707040700,59.0,,,15
10304,29980,201707040800,60.0,,,16
10305,29980,201707040900,60.0,,,16
10306,29980,201707041000,57.0,,,14
10307,29980,201707041100,60.0,,,16
10308,29980,201707041200,61.0,,,16
10309,29980,201707041300,63.0,,,17
10310,29980,201707041400,62.0,,,17
10311,29980,201707041500,61.0,,,16
10312,29980,201707041600,58.0,,,14
10313,29980,201707041700,58.0,,,14
10314,29980,201707041800,57.0,65.0,56.0,14
10315,29980,201707041900,56.0,,,13
10316,29980,201707042000,56.0,,,13
10317,29980,201707042100,54.0,,,12
10318,29980,201707042200,55.0,,,13
10319,29980,201707042300,55.0,,,13
10320,29980,201707050000,55.0,,,13
10321,29980,201707050100,55.0,,,13
10322,29980,201707050200,55.0,,,13
10323,29980,201707050300,55.0,,,13
10324,29980,201707050400,55.0,,,13
10325,29980,201707050500,55.0,,,13
10326,29980,201707050600,56.0,57.0,54.0,13
10327,29980,201707050700,56.0,,,13
10328,29980,201707050800,58.0,,,14
10329,29980,201707050900,58.0,,,14
10330,29980,201707051000,60.0,,,16
10331,29980,201707051100,63.0,,,17
10332,29980,201707051200,64.0,,,18
10333,29980,201707051300,63.0,,,17
10334,29980,201707051400,62.0,,,17
10335,29980,201707051500,61.0,,,16
10336,29980,201707051600,63.0,,,17
10337,29980,201707051700,59.0,,,15
10338,29980,201707051800,58.0,64.0,55.0,14
10339,29980,201707051900,56.0,,,13
10340,29980,201707052000,53.0,,,12
10341,29980,201707052100,50.0,,,10
10342,29980,201707052200,49.0,,,9
10343,29980,201707052300,49.0,,,9
10344,29980,201707060000,49.0,,,9
10345,29980,201707060100,48.0,,,9
10346,29980,201707060200,47.0,,,8
10347,29980,201707060300,47.0,,,8
10348,29980,201707060400,49.0,,,9
10349,29980,201707060500,51.0,,,11
10350,29980,201707060600,51.0,58.0,47.0,11
10351,29980,201707060700,53.0,,,12
10352,29980,201707060800,55.0,,,13
10353,29980,201707060900,57.0,,,14
10354,29980,201707061000,58.0,,,14
10355,29980,201707061100,55.0,,,13
10356,29980,201707061200,58.0,,,14
10357,29980,201707061300,60.0,,,16
10358,29980,201707061400,59.0,,,15
10359,29980,201707061500,59.0,,,15
10360,29980,201707061600,55.0,,,13
10361,29980,201707061700,57.0,,,14
10362,29980,201707061800,52.0,62.0,51.0,11
10363,29980,201707061900,53.0,,,12
10364,29980,201707062000,51.0,,,11
10365,29980,201707062100,47.0,,,8
10366,29980,201707062200,47.0,,,8
10367,29980,201707062300,47.0,,,8
10368,29980,201707070000,47.0,,,8
10369,29980,201707070100,46.0,,,8
10370,29980,201707070200,47.0,,,8
10371,29980,201707070300,49.0,,,9
10372,29980,201707070400,52.0,,,11
10373,29980,201707070500,55.0,,,13
10374,29980,201707070600,58.0,59.0,46.0,14
10375,29980,201707070700,60.0,,,16
10376,29980,201707070800,64.0,,,18
10377,29980,201707070900,65.0,,,18
10378,29980,201707071000,67.0,,,19
10379,29980,201707071100,63.0,,,17
10380,29980,201707071200,66.0,,,19
10381,29980,201707071300,65.0,,,18
10382,29980,201707071400,67.0,,,19
10383,29980,201707071500,65.0,,,18
10384,29980,201707071600,63.0,,,17
10385,29980,201707071700,63.0,,,17
10386,29980,201707071800,61.0,68.0,58.0,16
10387,29980,201707071900,61.0,,,16
10388,29980,201707072000,58.0,,,14
10389,29980,201707072100,58.0,,,14
10390,29980,201707072200,55.0,,,13
10391,29980,201707072300,53.0,,,12
10392,29980,201707080000,53.0,,,12
10393,29980,201707080100,52.0,,,11
10394,29980,201707080200,52.0,,,11
10395,29980,201707080300,54.0,,,12
10396,29980,201707080400,56.0,,,13
10397,29980,201707080500,61.0,,,16
10398,29980,201707080600,64.0,65.0,52.0,18
10399,29980,201707080700,66.0,,,19
10400,29980,201707080800,68.0,,,20
10401,29980,201707080900,61.0,,,16
10402,29980,201707081000,64.0,,,18
10403,29980,201707081100,63.0,,,17
10404,29980,201707081200,66.0,,,19
10405,29980,201707081300,62.0,,,17
10406,29980,201707081400,70.0,,,21
10407,29980,201707081500,67.0,,,19
10408,29980,201707081600,65.0,,,18
10409,29980,201707081700,67.0,,,19
10410,29980,201707081800,65.0,72.0,61.0,18
10411,29980,201707081900,61.0,,,16
10412,29980,201707082000,60.0,,,16
10413,29980,201707082100,58.0,,,14
10414,29980,201707082200,58.0,,,14
10415,29980,201707082300,58.0,,,14
10416,29980,201707090000,56.0,,,13
10417,29980,201707090100,56.0,,,13
10418,29980,201707090200,55.0,,,13
10419,29980,201707090300,58.0,,,14
10420,29980,201707090400,59.0,,,15
10421,29980,201707090500,61.0,,,16
10422,29980,201707090600,64.0,65.0,54.0,18
10423,29980,201707090700,63.0,,,17
10424,29980,201707090800,65.0,,,18
10425,29980,201707090900,66.0,,,19
10426,29980,201707091000,68.0,,,20
10427,29980,201707091100,68.0,,,20
10428,29980,201707091200,68.0,,,20
10429,29980,201707091300,68.0,,,20
10430,29980,201707091400,69.0,,,21
10431,29980,201707091500,71.0,,,22
10432,29980,201707091600,68.0,,,20
10433,29980,201707091700,66.0,,,19
10434,29980,201707091800,64.0,71.0,62.0,18
10435,29980,201707091900,63.0,,,17
10436,29980,201707092000,61.0,,,16
10437,29980,201707092100,59.0,,,15
10438,29980,201707092200,58.0,,,14
10439,29980,201707092300,56.0,,,13
10440,29980,201707100000,54.0,,,12
10441,29980,201707100100,54.0,,,12
10442,29980,201707100200,54.0,,,12
10443,29980,201707100300,57.0,,,14
10444,29980,201707100400,62.0,,,17
10445,29980,201707100500,65.0,,,18
10446,29980,201707100600,68.0,68.0,54.0,20
10447,29980,201707100700,68.0,,,20
10448,29980,201707100800,67.0,,,19
10449,29980,201707100900,68.0,,,20
10450,29980,201707101000,69.0,,,21
10451,29980,201707101100,68.0,,,20
10452,29980,201707101200,71.0,,,22
10453,29980,201707101300,71.0,,,22
10454,29980,201707101400,72.0,,,22
10455,29980,201707101500,71.0,,,22
10456,29980,201707101600,69.0,,,21
10457,29980,201707101700,68.0,,,20
10458,29980,201707101800,66.0,72.0,66.0,19
10459,29980,201707101900,64.0,,,18
10460,29980,201707102000,62.0,,,17
10461,29980,201707102100,60.0,,,16
10462,29980,201707102200,59.0,,,15
10463,29980,201707102300,59.0,,,15
10464,29980,201707110000,59.0,,,15
10465,29980,201707110100,59.0,,,15
10466,29980,201707110200,59.0,,,15
10467,29980,201707110300,59.0,,,15
10468,29980,201707110400,62.0,,,17
10469,29980,201707110500,62.0,,,17
10470,29980,201707110600,64.0,66.0,59.0,18
10471,29980,201707110700,64.0,,,18
10472,29980,201707110800,63.0,,,17
10473,29980,201707110900,64.0,,,18
10474,29980,201707111000,64.0,,,18
10475,29980,201707111100,66.0,,,19
10476,29980,201707111200,66.0,,,19
10477,29980,201707111300,64.0,,,18
10478,29980,201707111400,64.0,,,18
10479,29980,201707111500,62.0,,,17
10480,29980,201707111600,61.0,,,16
10481,29980,201707111700,61.0,,,16
10482,29980,201707111800,61.0,66.0,61.0,16
10483,29980,201707111900,62.0,,,17
10484,29980,201707112000,62.0,,,17
10485,29980,201707112100,63.0,,,17
10486,29980,201707112200,63.0,,,17
10487,29980,201707112300,63.0,,,17
10488,29980,201707120000,62.0,,,17
10489,29980,201707120100,60.0,,,16
10490,29980,201707120200,59.0,,,15
10491,29980,201707120300,59.0,,,15
10492,29980,201707120400,59.0,,,15
10493,29980,201707120500,59.0,,,15
10494,29980,201707120600,60.0,64.0,59.0,16
10495,29980,201707120700,60.0,,,16
10496,29980,201707120800,62.0,,,17
10497,29980,201707120900,62.0,,,17
10498,29980,201707121000,64.0,,,18
10499,29980,201707121100,63.0,,,17
10500,29980,201707121200,66.0,,,19
10501,29980,201707121300,69.0,,,21
10502,29980,201707121400,66.0,,,19
10503,29980,201707121500,67.0,,,19
10504,29980,201707121600,66.0,,,19
10505,29980,201707121700,64.0,,,18
10506,29980,201707121800,63.0,70.0,60.0,17
10507,29980,201707121900,61.0,,,16
10508,29980,201707122000,59.0,,,15
10509,29980,201707122100,58.0,,,14
10510,29980,201707122200,57.0,,,14
10511,29980,201707122300,57.0,,,14
10512,29980,201707130000,57.0,,,14
10513,29980,201707130100,58.0,,,14
10514,29980,201707130200,58.0,,,14
10515,29980,201707130300,58.0,,,14
10516,29980,201707130400,59.0,,,15
10517,29980,201707130500,60.0,,,16
10518,29980,201707130600,59.0,63.0,56.0,15
10519,29980,201707130700,61.0,,,16
10520,29980,201707130800,62.0,,,17
10521,29980,201707130900,66.0,,,19
10522,29980,201707131000,65.0,,,18
10523,29980,201707131100,63.0,,,17
10524,29980,201707131200,60.0,,,16
10525,29980,201707131300,59.0,,,15
10526,29980,201707131400,58.0,,,14
10527,29980,201707131500,59.0,,,15
10528,29980,201707131600,56.0,,,13
10529,29980,201707131700,55.0,,,13
10530,29980,201707131800,55.0,67.0,55.0,13
10531,29980,201707131900,55.0,,,13
10532,29980,201707132000,55.0,,,13
10533,29980,201707132100,53.0,,,12
10534,29980,201707132200,52.0,,,11
10535,29980,201707132300,52.0,,,11
10536,29980,201707140000,51.0,,,11
10537,29980,201707140100,51.0,,,11
10538,29980,201707140200,51.0,,,11
10539,29980,201707140300,52.0,,,11
10540,29980,201707140400,53.0,,,12
10541,29980,201707140500,56.0,,,13
10542,29980,201707140600,57.0,57.0,50.0,14
10543,29980,201707140700,59.0,,,15
10544,29980,201707140800,61.0,,,16
10545,29980,201707140900,64.0,,,18
10546,29980,201707141000,64.0,,,18
10547,29980,201707141100,66.0,,,19
10548,29980,201707141200,68.0,,,20
10549,29980,201707141300,68.0,,,20
10550,29980,201707141400,68.0,,,20
10551,29980,201707141500,68.0,,,20
10552,29980,201707141600,67.0,,,19
10553,29980,201707141700,65.0,,,18
10554,29980,201707141800,62.0,69.0,57.0,17
10555,29980,201707141900,59.0,,,15
10556,29980,201707142000,55.0,,,13
10557,29980,201707142100,54.0,,,12
10558,29980,201707142200,52.0,,,11
10559,29980,201707142300,51.0,,,11
10560,29980,201707150000,49.0,,,9
10561,29980,201707150100,48.0,,,9
10562,29980,201707150200,47.0,,,8
10563,29980,201707150300,50.0,,,10
10564,29980,201707150400,55.0,,,13
10565,29980,201707150500,60.0,,,16
10566,29980,201707150600,62.0,62.0,47.0,17
10567,29980,201707150700,65.0,,,18
10568,29980,201707150800,68.0,,,20
10569,29980,201707150900,65.0,,,18
10570,29980,201707151000,69.0,,,21
10571,29980,201707151100,69.0,,,21
10572,29980,201707151200,70.0,,,21
10573,29980,201707151300,71.0,,,22
10574,29980,201707151400,72.0,,,22
10575,29980,201707151500,72.0,,,22
10576,29980,201707151600,71.0,,,22
10577,29980,201707151700,70.0,,,21
10578,29980,201707151800,68.0,72.0,62.0,20
10579,29980,201707151900,64.0,,,18
10580,29980,201707152000,60.0,,,16
10581,29980,201707152100,58.0,,,14
10582,29980,201707152200,56.0,,,13
10583,29980,201707152300,55.0,,,13
10584,29980,201707160000,54.0,,,12
10585,29980,201707160100,55.0,,,13
10586,29980,201707160200,52.0,,,11
10587,29980,201707160300,56.0,,,13
10588,29980,201707160400,58.0,,,14
10589,29980,201707160500,62.0,,,17
10590,29980,201707160600,65.0,68.0,52.0,18
10591,29980,201707160700,68.0,,,20
10592,29980,201707160800,70.0,,,21
10593,29980,201707160900,71.0,,,22
10594,29980,201707161000,69.0,,,21
10595,29980,201707161100,70.0,,,21
10596,29980,201707161200,73.0,,,23
10597,29980,201707161300,73.0,,,23
10598,29980,201707161400,73.0,,,23
10599,29980,201707161500,72.0,,,22
10600,29980,201707161600,70.0,,,21
10601,29980,201707161700,68.0,,,20
10602,29980,201707161800,66.0,73.0,65.0,19
10603,29980,201707161900,64.0,,,18
10604,29980,201707162000,61.0,,,16
10605,29980,201707162100,59.0,,,15
10606,29980,201707162200,57.0,,,14
10607,29980,201707162300,56.0,,,13
10608,29980,201707170000,56.0,,,13
10609,29980,201707170100,56.0,,,13
10610,29980,201707170200,58.0,,,14
10611,29980,201707170300,60.0,,,16
10612,29980,201707170400,60.0,,,16
10613,29980,201707170500,60.0,,,16
10614,29980,201707170600,61.0,66.0,56.0,16
10615,29980,201707170700,60.0,,,16
10616,29980,201707170800,59.0,,,15
10617,29980,201707171000,58.0,,,14
10618,29980,201707171100,58.0,,,14
10619,29980,201707171200,60.0,,,16
10620,29980,201707171300,62.0,,,17
10621,29980,201707171400,65.0,,,18
10622,29980,201707171600,64.0,,,18
10623,29980,201707171700,62.0,,,17
10624,29980,201707171800,61.0,66.0,58.0,16
10625,29980,201707171900,61.0,,,16
10626,29980,201707172000,58.0,,,14
10627,29980,201707172200,54.0,,,12
10628,29980,201707172300,53.0,,,12
10629,29980,201707180000,52.0,,,11
10630,29980,201707180100,52.0,,,11
10631,29980,201707180200,52.0,,,11
10632,29980,201707180400,55.0,,,13
10633,29980,201707180500,58.0,,,14
10634,29980,201707180600,60.0,62.0,52.0,16
10635,29980,201707180700,62.0,,,17
10636,29980,201707180800,65.0,,,18
10637,29980,201707181000,65.0,,,18
10638,29980,201707181100,66.0,,,19
10639,29980,201707181200,60.0,,,16
10640,29980,201707181300,59.0,,,15
10641,29980,201707181400,61.0,,,16
10642,29980,201707181600,66.0,,,19
10643,29980,201707181700,64.0,,,18
10644,29980,201707181800,62.0,68.0,55.0,17
10645,29980,201707181900,60.0,,,16
10646,29980,201707182000,58.0,,,14
10647,29980,201707182200,54.0,,,12
10648,29980,201707182300,53.0,,,12
10649,29980,201707190000,51.0,,,11
10650,29980,201707190100,51.0,,,11
10651,29980,201707190200,50.0,,,10
10652,29980,201707190400,54.0,,,12
10653,29980,201707190500,56.0,,,13
10654,29980,201707190600,58.0,62.0,50.0,14
10655,29980,201707190700,59.0,,,15
10656,29980,201707190800,61.0,,,16
10657,29980,201707191000,55.0,,,13
10658,29980,201707191100,57.0,,,14
10659,29980,201707191200,61.0,,,16
10660,29980,201707191300,60.0,,,16
10661,29980,201707191400,60.0,,,16
10662,29980,201707191600,59.0,,,15
10663,29980,201707191700,58.0,,,14
10664,29980,201707191800,58.0,62.0,55.0,14
10665,29980,201707191900,57.0,,,14
10666,29980,201707192000,56.0,,,13
10667,29980,201707192200,55.0,,,13
10668,29980,201707192300,55.0,,,13
10669,29980,201707200000,55.0,,,13
10670,29980,201707200100,54.0,,,12
10671,29980,201707200200,54.0,,,12
10672,29980,201707200300,54.0,,,12
10673,29980,201707200400,55.0,,,13
10674,29980,201707200500,56.0,,,13
10675,29980,201707200600,57.0,58.0,54.0,14
10676,29980,201707200700,58.0,,,14
10677,29980,201707200800,59.0,,,15
10678,29980,201707200900,60.0,,,16
10679,29980,201707201000,60.0,,,16
10680,29980,201707201100,57.0,,,14
10681,29980,201707201200,61.0,,,16
10682,29980,201707201300,63.0,,,17
10683,29980,201707201400,64.0,,,18
10684,29980,201707201500,62.0,,,17
10685,29980,201707201600,63.0,,,17
10686,29980,201707201700,61.0,,,16
10687,29980,201707201800,61.0,67.0,56.0,16
10688,29980,201707201900,57.0,,,14
10689,29980,201707202000,58.0,,,14
10690,29980,201707202100,58.0,,,14
10691,29980,201707202200,57.0,,,14
10692,29980,201707202300,53.0,,,12
10693,29980,201707210000,51.0,,,11
10694,29980,201707210100,51.0,,,11
10695,29980,201707210200,49.0,,,9
10696,29980,201707210300,53.0,,,12
10697,29980,201707210400,56.0,,,13
10698,29980,201707210500,59.0,,,15
10699,29980,201707210600,61.0,61.0,49.0,16
10700,29980,201707210700,63.0,,,17
10701,29980,201707210800,62.0,,,17
10702,29980,201707210900,64.0,,,18
10703,29980,201707211000,64.0,,,18
10704,29980,201707211100,65.0,,,18
10705,29980,201707211200,67.0,,,19
10706,29980,201707211300,69.0,,,21
10707,29980,201707211400,70.0,,,21
10708,29980,201707211500,69.0,,,21
10709,29980,201707211600,69.0,,,21
10710,29980,201707211700,65.0,,,18
10711,29980,201707211800,64.0,70.0,60.0,18
10712,29980,201707211900,62.0,,,17
10713,29980,201707212000,59.0,,,15
10714,29980,201707212100,55.0,,,13
10715,29980,201707212200,55.0,,,13
10716,29980,201707212300,57.0,,,14
10717,29980,201707220000,55.0,,,13
10718,29980,201707220100,51.0,,,11
10719,29980,201707220200,50.0,,,10
10720,29980,201707220300,52.0,,,11
10721,29980,201707220400,56.0,,,13
10722,29980,201707220500,60.0,,,16
10723,29980,201707220600,63.0,64.0,50.0,17
10724,29980,201707220700,64.0,,,18
10725,29980,201707220800,64.0,,,18
10726,29980,201707220900,67.0,,,19
10727,29980,201707221000,67.0,,,19
10728,29980,201707221100,67.0,,,19
10729,29980,201707221200,65.0,,,18
10730,29980,201707221300,66.0,,,19
10731,29980,201707221400,61.0,,,16
10732,29980,201707221500,61.0,,,16
10733,29980,201707221600,66.0,,,19
10734,29980,201707221700,64.0,,,18
10735,29980,201707221800,61.0,70.0,58.0,16
10736,29980,201707221900,59.0,,,15
10737,29980,201707222000,57.0,,,14
10738,29980,201707222100,56.0,,,13
10739,29980,201707222200,54.0,,,12
10740,29980,201707222300,55.0,,,13
10741,29980,201707230000,55.0,,,13
10742,29980,201707230100,53.0,,,12
10743,29980,201707230200,51.0,,,11
10744,29980,201707230300,54.0,,,12
10745,29980,201707230400,57.0,,,14
10746,29980,201707230500,61.0,,,16
10747,29980,201707230600,64.0,64.0,51.0,18
10748,29980,201707230700,65.0,,,18
10749,29980,201707230800,67.0,,,19
10750,29980,201707230900,67.0,,,19
10751,29980,201707231000,69.0,,,21
10752,29980,201707231100,66.0,,,19
10753,29980,201707231200,66.0,,,19
10754,29980,201707231300,68.0,,,20
10755,29980,201707231400,71.0,,,22
10756,29980,201707231500,68.0,,,20
10757,29980,201707231600,69.0,,,21
10758,29980,201707231700,65.0,,,18
10759,29980,201707231800,66.0,71.0,64.0,19
10760,29980,201707231900,63.0,,,17
10761,29980,201707232000,60.0,,,16
10762,29980,201707232100,59.0,,,15
10763,29980,201707232200,57.0,,,14
10764,29980,201707232300,56.0,,,13
10765,29980,201707240000,56.0,,,13
10766,29980,201707240100,55.0,,,13
10767,29980,201707240200,52.0,,,11
10768,29980,201707240300,54.0,,,12
10769,29980,201707240400,58.0,,,14
10770,29980,201707240500,60.0,,,16
10771,29980,201707240600,63.0,66.0,52.0,17
10772,29980,201707240700,63.0,,,17
10773,29980,201707240800,64.0,,,18
10774,29980,201707240900,63.0,,,17
10775,29980,201707241000,62.0,,,17
10776,29980,201707241100,62.0,,,17
10777,29980,201707241200,62.0,,,17
10778,29980,201707241300,62.0,,,17
10779,29980,201707241400,62.0,,,17
10780,29980,201707241500,63.0,,,17
10781,29980,201707241600,62.0,,,17
10782,29980,201707241700,62.0,,,17
10783,29980,201707241800,61.0,65.0,61.0,16
10784,29980,201707241900,61.0,,,16
10785,29980,201707242000,60.0,,,16
10786,29980,201707242100,60.0,,,16
10787,29980,201707242200,60.0,,,16
10788,29980,201707242300,58.0,,,14
10789,29980,201707250000,56.0,,,13
10790,29980,201707250100,56.0,,,13
10791,29980,201707250200,58.0,,,14
10792,29980,201707250300,58.0,,,14
10793,29980,201707250400,59.0,,,15
10794,29980,201707250500,60.0,,,16
10795,29980,201707250600,63.0,,56.0,17
10796,29980,201707250700,65.0,,,18
10797,29980,201707250800,64.0,,,18
10798,29980,201707250900,64.0,,,18
10799,29980,201707251000,64.0,,,18
10800,29980,201707251100,66.0,,,19
10801,29980,201707251200,62.0,,,17
10802,29980,201707251300,64.0,,,18
10803,29980,201707251400,64.0,,,18
10804,29980,201707251500,64.0,,,18
10805,29980,201707251600,64.0,,,18
10806,29980,201707251700,64.0,,,18
10807,29980,201707251800,62.0,69.0,62.0,17
10808,29980,201707251900,62.0,,,17
10809,29980,201707252000,60.0,,,16
10810,29980,201707252100,58.0,,,14
10811,29980,201707252200,57.0,,,14
10812,29980,201707252300,55.0,,,13
10813,29980,201707260000,56.0,,,13
10814,29980,201707260100,55.0,,,13
10815,29980,201707260200,55.0,,,13
10816,29980,201707260300,55.0,,,13
10817,29980,201707260400,56.0,,,13
10818,29980,201707260500,59.0,,,15
10819,29980,201707260600,62.0,62.0,54.0,17
10820,29980,201707260700,64.0,,,18
10821,29980,201707260800,66.0,,,19
10822,29980,201707260900,67.0,,,19
10823,29980,201707261000,68.0,,,20
10824,29980,201707261100,67.0,,,19
10825,29980,201707261200,67.0,,,19
10826,29980,201707261300,68.0,,,20
10827,29980,201707261400,72.0,,,22
10828,29980,201707261500,70.0,,,21
10829,29980,201707261600,69.0,,,21
10830,29980,201707261700,66.0,,,19
10831,29980,201707261800,65.0,73.0,62.0,18
10832,29980,201707261900,62.0,,,17
10833,29980,201707262000,62.0,,,17
10834,29980,201707262100,61.0,,,16
10835,29980,201707262200,59.0,,,15
10836,29980,201707262300,59.0,,,15
10837,29980,201707270000,59.0,,,15
10838,29980,201707270100,58.0,,,14
10839,29980,201707270200,58.0,,,14
10840,29980,201707270300,60.0,,,16
10841,29980,201707270400,61.0,,,16
10842,29980,201707270500,63.0,,,17
10843,29980,201707270600,66.0,66.0,57.0,19
10844,29980,201707270700,69.0,,,21
10845,29980,201707270800,71.0,,,22
10846,29980,201707270900,72.0,,,22
10847,29980,201707271000,72.0,,,22
10848,29980,201707271100,71.0,,,22
10849,29980,201707271200,70.0,,,21
10850,29980,201707271300,70.0,,,21
10851,29980,201707271400,70.0,,,21
10852,29980,201707271500,69.0,,,21
10853,29980,201707271600,69.0,,,21
10854,29980,201707271700,68.0,,,20
10855,29980,201707271800,67.0,74.0,66.0,19
10856,29980,201707271900,66.0,,,19
10857,29980,201707272000,66.0,,,19
10858,29980,201707272100,66.0,,,19
10859,29980,201707272200,65.0,,,18
10860,29980,201707272300,65.0,,,18
10861,29980,201707280000,65.0,,,18
10862,29980,201707280100,63.0,,,17
10863,29980,201707280200,63.0,,,17
10864,29980,201707280300,64.0,,,18
10865,29980,201707280400,65.0,,,18
10866,29980,201707280500,65.0,,,18
10867,29980,201707280600,67.0,67.0,63.0,19
